transform_id,transform_tag,scale_x,scale_y,scale_z,isotropic_scale,registration_succeeded,reg_exit_code,roi_size,roi_size_xyz,degradation,blur_sigma_xy,awgn_variance,awgn_seed,match_count,linear_rms_error,linear_mean_abs_error,linear_max_abs_error,translation_l2_error_voxels,translation_mean_abs_error_voxels,translation_max_abs_error_voxels,max_abs_transform_element_error,max_abs_transform_element_component,linear_det_abs_error,noise_std,expected_noise_std,run_dir
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,awgn,0.0,40.0,42,1340,0.0007004593128273711,0.000600477143666667,0.0013891282389999482,0.26110154918387174,0.13869460804634196,0.21366050532302694,0.21366050532302694,tx,0.001995086756658493,6.330123424530029,6.324555320336759,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_var0040
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,awgn,0.0,45.0,42,1315,0.0005719213508362868,0.0004309524601111127,0.001258128239000067,0.1893773854583783,0.08132847757033564,0.17780150532302486,0.17780150532302486,tx,0.001213110439772569,6.713330268859863,6.708203932499369,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_var0045
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,awgn,0.0,50.0,42,1299,0.0006340713951042874,0.000519921588111111,0.0011131282390000052,0.18762633767826872,0.08234619264501337,0.1809705053230246,0.1809705053230246,tx,0.0016151590976404284,7.075725078582764,7.0710678118654755,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_var0050
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,awgn,0.0,100.0,42,1174,0.0007722231756745054,0.0006192495927777659,0.0016371282389999742,0.16350196382747342,0.0814302747130095,0.14808150532302733,0.14808150532302733,tx,0.002089584389823318,10.002392768859863,10.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_var0100
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,awgn,0.0,300.0,42,975,0.001136588594055784,0.0009258710436666623,0.001894732193000001,0.26413831286813366,0.14063872883567421,0.22350150532302138,0.22350150532302138,tx,0.0015642376046225426,17.315263748168945,17.320508075688775,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_var0300
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,5.0,42,1479,0.0005451972759455108,0.00045806357122223546,0.00087812823900002,0.12837914164154948,0.06845919264501295,0.10776869571400738,0.10776869571400738,tz,0.000877409262577733,2.2542243003845215,2.23606797749979,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0005
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,10.0,42,1425,0.0005818099835866276,0.0004769811007777887,0.0009531282390000673,0.12892082909964536,0.06402619264501415,0.1074545053230267,0.1074545053230267,tx,0.0006290488022494545,3.174910306930542,3.1622776601683795,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0010
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,15.0,42,1370,0.0007348710477332583,0.0006047897505555458,0.001562128238999927,0.1657436416209684,0.08449327471300805,0.1450995053230244,0.1450995053230244,tx,0.0018966636226083189,3.8830645084381104,3.872983346207417,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0015
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,20.0,42,1366,0.0005420896826238782,0.0004792857934444373,0.0009711282389999187,0.08988290986756181,0.04703652597834562,0.07124750532302215,0.07124750532302215,tx,0.0008345126273208159,4.48071813583374,4.47213595499958,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0020
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,25.0,42,1329,0.0004797870294823442,0.0004016993658888894,0.001062128238999982,0.11639563413271287,0.057334192645013125,0.08257569571400936,0.08257569571400936,tz,0.0009191607485689035,5.007561683654785,5.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0025
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,30.0,42,1298,0.0005130716140158604,0.00045517468233334833,0.0008311282390001118,0.13942296770588136,0.06651185931168158,0.12941150532302714,0.12941150532302714,tx,0.0016263778883323088,5.483801364898682,5.477225575051661,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0030
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,35.0,42,1286,0.0006842067505782224,0.0005732857934444357,0.001146128238999955,0.1480584882513885,0.08360694137967546,0.10672462310199293,0.10672462310199293,ty,0.001487555787091921,5.922056674957275,5.916079783099616,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0035
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,40.0,42,1277,0.0006910140016156298,0.0005948413490000097,0.0014281282390000705,0.17763994744286485,0.07453085931168128,0.16943950532302665,0.16943950532302665,tx,0.0020321453015840207,6.330115795135498,6.324555320336759,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0040
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,45.0,42,1258,0.0008506206607371111,0.000686841349000003,0.0019711282390000306,0.18531694195347373,0.08304294137967598,0.17764050532302633,0.17764050532302633,tx,0.0023736177955258064,6.713321685791016,6.708203932499369,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0045
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,50.0,42,1221,0.0009408119297472889,0.000738285793444448,0.002266128238999965,0.19711502981764514,0.08849094137967366,0.18805250532302153,0.18805250532302153,tx,0.002225489062884889,7.075716018676758,7.0710678118654755,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0050
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,100.0,42,1134,0.0008292056525464742,0.0006430273705555443,0.0018371282389999521,0.30895543657609653,0.14917794137967513,0.2864085053230241,0.2864085053230241,tx,0.00315648575781724,10.002388000488281,10.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0100
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,0.5,300.0,42,935,0.0008582086864239097,0.0006761936729999853,0.0015977321929999955,0.2183019027818043,0.12525047757033647,0.14468962310199274,0.14468962310199274,ty,0.0019533562938309768,17.315736770629883,17.320508075688775,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur0p5_awgn_var0300
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,5.0,42,1154,0.0006532027403468549,0.0005532033230000147,0.00119012823900011,0.19392867599813365,0.07531619264501425,0.1919536957140089,0.1919536957140089,tz,0.0007701279232371627,2.2542262077331543,2.23606797749979,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0005
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,10.0,42,1095,0.0007097464981094409,0.0006016636101111182,0.001302128239,0.21095230047429261,0.11483627471300888,0.17195850532302615,0.17195850532302615,tx,0.001438295038953763,3.1749143600463867,3.1622776601683795,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0010
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,15.0,42,1080,0.0006397504736040496,0.0005251438103333386,0.001132537591999938,0.16772143601969317,0.07058852597834668,0.16431669571400676,0.16431669571400676,tz,0.0007873486551962516,3.883068799972534,3.872983346207417,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0015
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,20.0,42,1092,0.000845811610763266,0.0007096993658888982,0.001750128239000004,0.21093213836376293,0.12035794137967433,0.14506969571400674,0.14506969571400674,tz,0.002162990062052006,4.480722904205322,4.47213595499958,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0020
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,25.0,42,1072,0.0007714367893276823,0.0007083161027777976,0.00115012823900007,0.20156809539337206,0.10895860804634339,0.14125950532302767,0.14125950532302767,tx,0.0009761573242053068,5.007566928863525,5.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0025
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,30.0,42,1049,0.0008142940119804714,0.0007377605472222175,0.001314128238999901,0.2443563415623768,0.12327460804634072,0.18573550532302363,0.18573550532302363,tx,0.0018273031001279083,5.483806610107422,5.477225575051661,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0030
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,35.0,42,1058,0.0006781135376566769,0.0005827183565555511,0.0011791282389999047,0.1389157558555075,0.075462274713009,0.09972469571400921,0.09972469571400921,tz,0.001585669719973204,5.922060966491699,5.916079783099616,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0035
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,40.0,42,1035,0.000955454786400989,0.0007149215881111057,0.002426128238999903,0.2763829128408124,0.15268760804634005,0.21004762310199254,0.21004762310199254,ty,0.002244563977091163,6.330121040344238,6.324555320336759,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0040
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,45.0,42,1031,0.0008766526371415764,0.0007652127307777821,0.0016851282390000222,0.24746555031710768,0.12464294137967376,0.1896246957140093,0.1896246957140093,tz,0.0020403058498145166,6.713329315185547,6.708203932499369,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0045
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,50.0,42,1036,0.0007237383698941265,0.0005761438103333155,0.0012595375919999263,0.1921730281497817,0.10728760804634163,0.14380969571400826,0.14380969571400826,tz,0.002420346153318653,7.075724124908447,7.0710678118654755,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0050
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,100.0,42,975,0.0007856812519806995,0.0006880695612222333,0.00143653759200002,0.3448367001680485,0.1832425259783458,0.2656145053230219,0.2656145053230219,tx,0.0029641445199990457,10.002420425415039,10.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0100
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,1.0,300.0,42,846,0.0008773674341637116,0.0007328282812222093,0.0016001282389999094,0.36974219993432356,0.16522614423700333,0.3388606231019935,0.3388606231019935,ty,0.0027475886109423753,17.31700325012207,17.320508075688775,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur1_awgn_var0300
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,5.0,42,481,0.0016243785252784205,0.001466016595888885,0.0026975375919999767,0.2762324370730782,0.13233993783099152,0.24208949467697494,0.24208949467697494,tx,0.0037778357195741297,2.2542271614074707,2.23606797749979,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0005
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,10.0,42,494,0.0016585479162039931,0.0011837320496666571,0.003986799824999998,0.6087265511966024,0.2597155224296621,0.5864833768980056,0.5864833768980056,ty,6.018043843647458e-05,3.174915313720703,3.1622776601683795,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0010
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,15.0,42,490,0.0008384277081310645,0.0007644248396666506,0.0012867998249999901,0.15917318782922713,0.06651052242966315,0.15591669571400857,0.15591669571400857,tz,0.0029801164885074893,3.8830695152282715,3.872983346207417,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0015
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,20.0,42,484,0.00164926994617875,0.0014644580858889059,0.00263733412100009,0.1302239076329837,0.07036347402165433,0.09486762310199381,0.09486762310199381,ty,0.0017533184478237818,4.4807233810424805,4.47213595499958,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0020
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,25.0,42,496,0.001655604490652135,0.001454458085888885,0.0030113341210000755,0.265839372791699,0.11299214068831986,0.25981162310199224,0.25981162310199224,ty,0.0006365532014326325,5.007568836212158,5.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0025
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,30.0,42,489,0.0014414390086426878,0.001165850931888883,0.0024065375919999354,0.21529050884208734,0.07667252597834444,0.21485469571400628,0.21485469571400628,tz,0.002125393765386896,5.483808994293213,5.477225575051661,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0030
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,35.0,42,483,0.0016443837034168206,0.001518458085888889,0.0028377753159999908,0.3192680567140802,0.17448581090366844,0.25739662310199307,0.25739662310199307,ty,0.0019919563771045867,5.922065258026123,5.916079783099616,UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0035
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,40.0,42,484,0.0017573487939448534,0.0016504979023333154,0.002867799824999989,0.15816046436774095,0.08478372883567431,0.11967750532302546,0.11967750532302546,tx,0.005347861320755709,6.330124855041504,6.324555320336759,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0040
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,45.0,42,482,0.0016345481954040324,0.0013412756801110938,0.00342379982499999,0.1808418524163385,0.08010219264501235,0.17330437689800604,0.17330437689800604,ty,0.003655845655838763,6.7133331298828125,6.708203932499369,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0045
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,50.0,42,481,0.0018171442008007481,0.0015653867912222255,0.0030041282390000923,0.34086731115091834,0.17164880735498636,0.29432062310199214,0.29432062310199214,ty,0.004907312957104115,7.0757293701171875,7.0710678118654755,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0050
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,100.0,42,490,0.0014813430709672952,0.0012017521829999983,0.0029066389240000046,0.33737994573639185,0.16110839195365756,0.31284130428599255,0.31284130428599255,tz,0.001937469598652597,10.002435684204102,10.0,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0100
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,250,250x250x250,blur_awgn,2.0,300.0,42,478,0.0016735325278411433,0.0013800630087777664,0.002615775315999991,0.5590808474808316,0.21186752597834632,0.5559946957140092,0.5559946957140092,tz,0.004488617695748598,17.31863784790039,17.320508075688775,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi250_blur2_awgn_var0300
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,500,500x500x500,awgn,0.0,5.0,42,11743,6.597079440805402e-05,5.806709300000854e-05,0.00010098670500000018,0.04353676842005398,0.024450757896663806,0.030507494910999355,0.030507494910999355,tz,0.00014391855467532633,2.188603162765503,2.23606797749979,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0005
T10,centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5,1.06,0.95,1.03,,True,0,500,500x500x500,awgn,0.0,10.0,42,11345,6.330232612494569e-05,4.903859544445888e-05,0.00014477531599998983,0.05604324707902051,0.029143298278666425,0.044658589351996625,0.044658589351996625,ty,7.274281830593754e-05,3.0823919773101807,3.1622776601683795,/Users/mmarss/study/science/ImageRegistration3D/UIR/runs/centered_affine_rz12_rym6_rx4_sx1p06_sy0p95_sz1p03_shxy0p0025_shyzm0p0015_tx8_tym6_tz5/roi500_var0010
